state,municipio,SALARIOS,rural_wage_clause,rural_wage_min_reis,rural_wage_max_reis,rural_wage_period,carpinteiro_wage_clause,carpinteiro_wage_min_reis,carpinteiro_wage_max_reis,carpinteiro_wage_period,JUROS,juros_lower_bound,juros_upper_bound,juros_period,TERRAS,land_price_text,land_price_lower_bound_reis,land_price_upper_bound_reis,land_price_unit,land_price_not_per_hectare
MG,Uberabinha,"Trabalhador rural, 25000 diarios; carpinteiro, 65000 diarios a secco; cozinheira, 305000 mensas; lavadeira, 205000 mensas. As fazendas são administradas pelos proprietarios que tambem têm a seu cargo a escripta; é digno de louver este costume. Os salarios são pagos e os contractos cumpridos.",,2000,,,"carpinteiro, 65000 diarios a secco",65000,,daily,A taxa empregada é de 12% ao ano.,12,12,annual,"Qualidades - Em sua maioria bóas e arenosas, havendo tambem muitas misturadas. No geral são planas, havendo algumas montanhosas e poucas pedregosas; a vegetação é representada por muitos campos, algumas capoeiras e poucas mattas virgens e cerrados. Preços — Um hectare de terra boa custa 255000, approximadamente.","Preços — Um hectare de terra boa custa 255000, approximadamente.",25000,25000,hectare,0
MG,Varginha,"Trabalhador rural 28000 diários a secco ou 18500 com comida; cozinheira, de 158000 a 308000 mensões; lavadeira, 108000 a 208000 mensões; carpinteiro, de 38000 a 58000 diários; administrador de fazenda, 2.0008000 annuões; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 1$000 diários, com comida; administradores e escrivães de fazenda, não ha; as fazendas são administradas pelos seus proprietários, o que é digno de louvor; carpinteiro, 2$000 a 5$000 diários; cozinheira, 10$000 a 20$000 mensais; lavadeira, 8$000 mensais ou 140 réis por peça. Os salários são pagos, mas os contratos nem sempre cumprido.",Trabalhador rural 28000 diários a secco ou 18500 com comida,1500,2000,daily,"carpinteiro, de 38000 a 58000 diários",3000,5000,daily,"A taxa é de 12 por cento ao ano, capitalizados semestralmente. Taxa de 12 *in* annuaes.",12,12,annual,"Qualidades - As terras do município são na maioria boas, havendo algumas argilosas e arenosas, no geral são misturadas e montanhosas. A vegetação é representada por algumas matas virgeos e cerrados e por muitos campos e capoeiras. Preços — O hectare de terra boa custa de 2008000 a 4008000. Em sua maioria boas, argilhas e accidentadas; havendo poucas arenosas; misturada e pedregosas, no geral. A vegetação é representada por muitas capoeiras, cerrados, campos e vastos samambaias, occupando em boa parte, o lugar das antigas mattas, das quais nada mais existe. “ Preços — Um hectare de terra boa custa 40$000, approximadamente.","Preços — O hectare de terra boa custa de 2008000 a 4008000. Em sua maioria boas, argilhas e accidentadas; havendo poucas arenosas; misturada e pedregosas, no geral. A vegetação é representada por muitas capoeiras, cerrados, campos e vastos samambaias, occupando em boa parte, o lugar das antigas mattas, das quais nada mais existe. “ Preços — Um hectare de terra boa custa 40$000, approximadamente.",40000,400000,hectare,0
MG,Viçosa,"Trabalhador rural, 1$000 diários, com comida; administradores e escrivães de fazenda, não ha; as fazendas são administradas pelos seus proprietários, o que é digno de louvor; carpinteiro, 2$000 a 5$000 diários; cozinheira, 10$000 a 20$000 mensais; lavadeira, 8$000 mensais ou 140 réis por peça. Os salários são pagos, mas os contratos nem sempre cumprido.",,1000,,,"carpinteiro, 2$000 a 5$000 diários",2000,5000,daily,Taxa de 12 *in* annuaes.,12,12,annual,"Em sua maioria boas, argilhas e accidentadas; havendo poucas arenosas; misturada e pedregosas, no geral. A vegetação é representada por muitas capoeiras, cerrados, campos e vastos samambaias, occupando em boa parte, o lugar das antigas mattas, das quais nada mais existe. “ Preços — Um hectare de terra boa custa 40$000, approximadamente.","Preços — Um hectare de terra boa custa 40$000, approximadamente.",40000,40000,hectare,0
MG,Villa Braz,"Trabalhador rural, 1$500 diários com alimento; administrador de fazenda, 800$000 a 2.000$000 anuáes; não há escrivão de fazenda; carpinteiro, 48000 diários; cozinheira, 158000 mensajes; lavadeira, 108000 mensajes. Os salários são pagos e os contratos cumpridos. **TERRAS** — Qualidades — No geral boas, sendo em menor porção regulares e inferiores; mais misturadas do que argilhosas e arenosas; mais montanhosas do que planas. A vegetação é representada por algumas mattas virgens, muitas capoeiras e campos, e alguns cerrados. **Preços** — O preço médio das terras boas é de 2008000 por hectare, havendo, porém, preços baixos. **TRANSPORTES** — Muito variável.","Trabalhador rural, 1$500 diários com alimento",1500,,daily,"carpinteiro, 48000 diários",4000,,daily,A taxa usual é de 10 % anuáes.,10,10,annual,,,,,,
MG,Villa Brasilia,"Trabalhador rural, 500 a 600 réis diários, com alimentação; cozinheira ou lavadeira, 48000 mensões; carpinteiro, 28500 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 500 a 600 réis diários, com alimentação",500,600,daily,"carpinteiro, 28500 diários",2500,,daily,A taxa é de 2 *J* ao mez.,2,2,monthly,"As terras do município podem ser approximadamente assim classificadas: bôas a maior parte; argilosas, arenosas e misturadas em partes mais ou menos iguais; montanhosas, no geral; são raros os terrenos pedregosos e pantanosos. A vegetação é representada por mattas virgens, capoeiras, cerradas e campos. Preços — É muito variável o custo das terras.",Preços — É muito variável o custo das terras.,,,,
MG,Villa Nepomuceno,"Trabalhador rural, 1$500 por dia; empregados domésticos, de 2$500 a 10$000 mensais; carpinteiro, 5$000 diários; não há administradores nem escrivães de fazendas. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$500 por dia",1500,,daily,"carpinteiro, 5$000 diários",5000,,daily,A taxa é de 12 por cento ao ano.,12,12,annual,"Qualidades - Na maioria boas e regulares; geralmente misturadas. Existem poucas mattas, muitas capoeiras, cerrados e campos. Preços - O hectare de terra hóa custa de 125$000 a 150$000, porém, há preços bem inferiores.","Preços - O hectare de terra hóa custa de 125$000 a 150$000, porém, há preços bem inferiores.",125000,150000,hectare,0
MG,Villa Rezende Costa,"Trabalhador rural, 1$000 a 1$500 por dia; cozinheira, de 10$000 a 12$000 mensais; lavadeira, 7$000 mensais; carpinteiro, de 3$000 a 4$000 diários. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 a 1$500 por dia",1000,1500,daily,"carpinteiro, de 3$000 a 4$000 diários",3000,4000,daily,A taxa é de oito a nove por cento ao ano.,8,9,annual,"Qualidades - A maior parte, bôas; e parte menor, inferiores; ora arenosas, ora argilosas; em sua maioria planas, havendo muitas pedregosas e pantanosas. A vegetação é representada por muitos campos e capoeiras e por algumas mattas virgens, cerrados e carrascaes. Preços - O hectare de terra de cultura custa 50$000; de campo, 25$000.","Preços - O hectare de terra de cultura custa 50$000; de campo, 25$000.",25000,50000,hectare,0
MG,Villa de Cambuquira,"Trabalhador rural, 2$000 diarios a secco e 1$200 com comida; cozinheiro, 100$000 mensais; cozinheira, 30$000 mensais; lavadeira, 15$000 a 20$000 mensais ou 1$000 por duzia de peças; carpinteiro, de 5$000 a 6$000 diarios; não ha administradores nem escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.","Trabalhador rural, 2$000 diarios a secco e 1$200 com comida",1200,2000,daily,"carpinteiro, de 5$000 a 6$000 diarios",5000,6000,daily,A taxa commun é de 12% ao anno.,12,12,annual,"Qualidades - As terras do município são ora bôas, ora regulares, ora inferiores, em sua maioria misturadas e montanhosas. A vegetação é representada por poucas mattas virgens, cerrados e carcarrascaes e por muitas capoeiras e campos. Preços — O hectare de terra bôa custa 200$000, approximadamente, havendo preços mais baixos.","Preços — O hectare de terra bôa custa 200$000, approximadamente, havendo preços mais baixos.",200000,200000,hectare,0
MG,Villa Gomes,"Trabalhador rural, de 1$500 a 2$000 por dia; cozinheira, 15$000 mensais; lavadeira, 10$000 mensais; carpinteiro, 5$000 diários; administradores de fazenda, 800$000 a 2000$000 amizades; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, de 1$500 a 2$000 por dia",1500,2000,daily,"carpinteiro, 5$000 diários",5000,,daily,Geralmente 12 por cento ao ano.,12,12,annual,"Qualidades - São na maioria bôas e regulares; misturadas e montanhosas, existindo, também, terras inferiores, e pedregosas. A vegetação é representada por muitos campos, capoeiras e alguns cerrados; não existem mattas. "" Preços — O hectare de terra bôa custa, na média, 300$000, mas há preços muito e muito mais inferiores. w. 67","Preços — O hectare de terra bôa custa, na média, 300$000, mas há preços muito e muito mais inferiores. w. 67",300000,300000,hectare,0
MG,Villa Nova de Lima,"Trabalhador rural, 1$200 diários com comida ou 2$500 diários a secco; administrador de fazenda, de 80$000 a 120$000 mensais; escrivães de fazenda não há; carpinteiro, de 4$500 a 5$000 diários; cozinheiro, de 30$000 a 50$000 mensais, na sede do município, fora da sede, de 10$000 a 15$000 mensais; lavadeira, de 15$000 a 20$000 mensais, na sede, e 10$000 mensais, fora da sede. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$200 diários com comida ou 2$500 diários a secco",1200,2500,daily,"carpinteiro, de 4$500 a 5$000 diários",4500,5000,daily,Os agricultores não fazem empréstimos.,,,,"Qualidades - Em sua maioria inferiores, misturadas e montanhosas. A vegetação é representada na maior parte por grandes campos e carrascaes, existindo pequena quantidade de mattas virgens, algumas capoeiras e cerrados. "" Preços — Um hectare de terra boa para cultura custa 100$000, sendo de campo custa 10$000 a 15$000, approximadamente.","Preços — Um hectare de terra boa para cultura custa 100$000, sendo de campo custa 10$000 a 15$000, approximadamente.",10000,100000,hectare,0
MG,Villa Nova de Resende,"Trabalhador rural, 1$000 a 1$500 por dia; cozineiro, 15$000 mensais; lavadeira, 8$000 mensais; não há administradores, nem escrivães de fazenda; as fazendas são administradas pelos próprios donos, o que é digno de louvor; carpinteiro, 4$000 a 5$000 por dia. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 a 1$500 por dia",1000,1500,daily,"carpinteiro, 4$000 a 5$000 por dia",4000,5000,daily,A taxa é de 12% ao ano.,12,12,annual,"Qualidades - As terras do município são em parte regulares, em parte inferiores; poucas são bôas; geralmente misturadas, montanhosas e pedregosas. A vegetação é representada por poucas matas virgens, capoeiras, cerrados e muitos campos. TERRA — Preços — O alqueire de 75 por 75 braças de terra boa custa de 40$000 a 100$000, mais ou menos.","Preços — O alqueire de 75 por 75 braças de terra boa custa de 40$000 a 100$000, mais ou menos.",40000,100000,alqueire;braca,1
MG,Villa Silvestre Ferraz,"Trabalhador rural, 1$200 a 1$500 diários, com comida; cozinheira, 10$000 a 15$000; as lavadeiras cobram 500 réis por duzia de peças; carpinteiro, 5$000 diários; não ha administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$200 a 1$500 diários, com comida",1200,1500,daily,"carpinteiro, 5$000 diários",5000,,daily,A taxa é de 7 a 8% ao anno.,7,8,annual,"Qualidades - Na maioria boas, misturadas e accidentadas. Existem muitos terrenos pedregosos. A vegetação é representada por mattas-virgens, capoeiras, cerrados, carrascaes e campos. “ Preços — O hectare de terra boa custa 100$000, havendo preços bem mais inferiores.","Preços — O hectare de terra boa custa 100$000, havendo preços bem mais inferiores.",100000,100000,hectare,0
MG,Villa Platina,"Trabalhador rural, 2$000 diarios; lavadeira, 20$000 mensaes; cozinheiro, 30$000 mensaes; carpinteiros, 6$000 diarios. Não ha administradores nem escrivães de fazendas. Os salarios são pagos e os contractos cumpridos.",,2000,,,"carpinteiros, 6$000 diarios",6000,,daily,A taxa é de 1 ª ao mez.,1,1,monthly,"Qualidades - Na maioria inferiores, tendo algumas bôas e poucas regulares. Geralmente misturadas e planas. A vegetação é na maioria representada por campos, havendo capoeiras e cerrados, poucas mattas e raros carrascaes. Preços — Um hectare de terra bôa custa 25$000.",Preços — Um hectare de terra bôa custa 25$000.,25000,25000,hectare,0
MG,Virginia,"Cozinheira, 20$000 mensais; lavadeira, 10$000 mensais; carpinteiro, 5$000 diários; trabalhador rural, 1$000 diários com co mida e 1$600 sem comida. Não há administradores nem escrivães de fazenda. Os salarios são pagos e os contratos cumpridos. Trabalhador rural, 500 réis a 1$000 diários; não há administradores, nem escrivães de fazenda; cozinheiro, 5$000 mensais; lavadeira é paga por peça; carpinteiro, 2$000 diários. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 1$000 com comida; não há administradores nem escrivães de fazenda; cozinheira, 10$000 mensais; lavadeiras, 6$000 mensais; carpinteiros, 5$000 diários, a secco. Os salários são pagos. Um trabalhador rural, 600 réis, com comida; não há administradores, nem escrivães de fazenda; lavadeira, 6$000 mensais; cozinheira, 6$000 mensais; carpinteiro, 4$000 a 5$000 diários. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 600 réis ou 1$000 com comida; não há administradores, nem escrivães de fazendas; cozinheira, ganha 5$000 mensais; lavadeira, 3$000. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 600 réis com comida e 1$000 a secco; carpinteiro, 5$000 diários; cozinheiro, 8$000 mensões; lavadeira, 8$000 mensões; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos compridos. Trabalhador rural ganha 2$500 diários; não há administradores, nem escrivães de fazenda; carpinteiro, 7$000 diários; lavadeira, 20$000 mensais; cozinheiro, 30$000 mensais. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 1$000 diários; cozinheira, 15$000 mensais; lavadeira, 5$000 mensais; carpinteiro, 4$000 diários; administradores e escrivães de fazenda, não há. Os salários são pagos e os contratos cumpridos. Trabalhador rural ganha 2$000 diários; cozinheiro, 30$000 mensais; lavadeira, 20$000 mensais; carpinteiro, 7$000 diários. Não ha administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 500 réis, com comida, e 1$000 a secco, diários; não há administradores nem escrivães de fazenda; lavadeira, 100 réis por peça; cozinheiro, 6$000 mensais; carpinteiro, 2$000 diários. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 600 réis com comida; não há administradores nem escrivães de fazenda; lavadeira, 6$000 mensais; cozinheira, 6$000 mensais; carpinteiro, 1$500 a 2$000 diários. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 2$000 diarios; lavadeira, 20$000 mensaes; cozinheiro, 30$000 mensaes; carpinteiros, 6$000 diarios. Não ha administradores nem escrivães de fazendas. Os salarios são pagos e os contractos cumpridos.","trabalhador rural, 1$000 diários com co mida e 1$600 sem comida",1000,1600,daily,"carpinteiro, 5$000 diários",5000,,daily,A taxa usual é de 10 por cento ao ano. A taxa é de 1 *1/2 ao mez. A taxa é de 1 *J* ao mez. Não são comummente os empréstimos. A taxa é de 1% ao mez. A taxa é de 1% ao mez. A taxa é de um por cento ao mez. A taxa comum é de 12% ao ano. A taxa é de um e meio ao mez. A taxa é de 1% ao mez. A taxa é de 2% ao mez. A taxa é de 1 ª ao mez.,1,10,monthly;annual,"Qualidades - A maior parte boas, havendo algumas regulares e inferiores; geralmente são argilhosas, existindo poucas arenosas e misturadas. O município é bastante montanhoso, havendo poucos terrenos planos e pedregosos, não possuindo terrenos pantanosos. Poucas matas virgens, muitas cafoeiras e alguns campos. Não há cerrados nem carrascaes. Preços — Um alqueire de terra boa custa 200$000 mais ou menos, havendo, porém, preços bem inferiores. Qualidades - Na maioria bôas, havendo algumas regulares e inferiores; são quase todas planas. A vegetação é representada na maioria por capueiras, havendo muitos campos, alguns cerrados e carrascaes e muito poucas matas virgens. “Preços — Um hectare de terra bôa custa 1$000, mais ou menos. Qualidades - Na maioria bôas, havendo bastante regulares e poucas inferiores; geralmente misturadas, algumas arenosas. A vegetação é representada na maioria, por campos, havendo muitas matas virgens e algumas capoeiras, sendo pequeno o número de cerrados e carrascaes. "" Preços — Um alqueire de terra boa custa geralmente 50$000 e mais. Qualidades - Há grande quantidade de terras inferiores e bastante bôas; são na maioria arenosas e planas. A vegetação é representada por muitos campos, algumas muitas virgens e capoeiras, sendo pequena a quantidade de carrascaes e cerrados. "" Preços — Os preços variam muito conforme o local, mas em média são de 40$000 por alqueire de planta de milho. Qualidades - Na maioria inferiores, tem bastante boas e algumas regulares; quase todas planas e arenosas. Há muitos cerrados e capoeiras e campos; as matas são muito raras. "" Preços — Um hectare de terra boa custa 25$000, mais ou menos. Qualidades - Na maioria bôas, havendo algumas inferiores; no geral misturadas e poucas argilosas; geralmente planas, sendo algumas montanhasas. A vegetação é representada por muitas capoeiras e campos e alguns cerrados e carrascaes e mamas virgens. Preços — Um alqueire de terra boa custa 40$000, mais ou menos. Qualidades - No geral bôas, havendo mais inferiores do que regulares; na maioria planas. A vegetação é representada por muitos campos, alguns cerrados, carrascaes, e poucas muitas virgens. - Preços — Um hectare de terra bôa custa 25$000. Qualidades - Na maioria boas, havendo algumas regulares e poucas inferiores. No geral misturadas, havendo porém, grande parte arenosas e argilhosas. Há poucas planas e muitas montanhosas, pedregosas e secas. A vegetação é representada por muitas virgens, capoeiras, cerrados, carrascaes e campos. Preços - O hectare de terra boa custa 100$000. Qualidades - Na maioria inferiores, havendo algumas bôas e poucas regulares; no geral misturadas, algumas arenosas e argilosas. Na maioria planas. Predominam os campos e cerrados, sendo raras as matas virgens. "" Preços — Um hectare de terra bôa custa 20$000, mais ou menos. Qualidades - Há muitas inferiores, algumas bôas e poucas regulares, egualmente argilhosas e misturadas; na maioria planas. A vegetação é representada por muitos campos, algumas capoeiras e carrascaes e poucas muitas virgens. “Preços — Baixos, porém muito variáveis. Qualidades - Na maior parte inferiores, havendo bôas e regulares; no geral misturadas, poucos argilosas, na maioria planas. A vegetação é representada por muitos campos, algumas capoeiras, poucas matas virgens, sendo raros os carrascaes e cerrados. "" Preços — Um hectare de terra bôa custa 50$000 mais ou menos, havendo preços mais baixos. Qualidades - Na maioria inferiores, tendo algumas bôas e poucas regulares. Geralmente misturadas e planas. A vegetação é na maioria representada por campos, havendo capoeiras e cerrados, poucas mattas e raros carrascaes. Preços — Um hectare de terra bôa custa 25$000.","Preços — Um alqueire de terra boa custa 200$000 mais ou menos, havendo, porém, preços bem inferiores.",200000,200000,alqueire,1
