state;municipio;CUSTO_DOS_TECIDOS;JUROS;SALARIOS;TERRAS
PA;Muana;"O metro de tecidos nacionais comunica custa, de 400 a 800 réis; estrangeiros, de 800 réis a 1$200. Tecido comum de qualidades variadas, custa de 1$000 a 6$000 o metro, conforme a fazenda.";Não há empréstimos. Não há prestamistas.;"Um trabalhador rural ganha, de 38000 a 58000 diarios; um cozinheiro, 508000 mensões; uma lavadeira, de 308000 a 408000 mensões; um carpinteiro, de 68000 a 88000 diarios; um administrador de fazenda, 1008000 mensões; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 2$000 diários; cozinheiro, 40$000 mensais; lavadeira, 40$000 mensais; carpinteiro, 150$000 mensais; administradores de fazenda, 500$000 por anno; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - O município possui terras boas, regulares e poucas inferiores. A maior parte das terras baixas são argilosas; alguns campos elevados são arenosos; mas no geral as terras são misturadas, planas e enxutas. Há poucos pantanos entre os rios Atuá e Anabípi. A vegetação é representada por magníficas mattas virgens, capoeiras, cerrados e óptimos campos de criar. Preços — Um hectare de terra, em campo, custa de 108000 a 158000. As terras onde existe seringueiras são vendidas a 5008000 e 100008000 por estrada que contem 100 pés. Qualidades - As terras do município são em geral boas, havendo algumas regulares e poucas inferiores. Predominam as terras misturadas, argillo-silicosas. O município é levemente ondulado, possuindo entretanto, algumas serras, como, a de Tumucumaque. As terras enxutas são muitas e as pedregosas e pantanosas poucas. A vegetação é representada por belíssimas mattas virgens e por capoeiras e alguns campos; não há cerrados nem carrascaes. - Preços — Uma estrada com 100 pés de seringueira custa de 500$000 a 1.000$000."
PA;Ourém;De 500 réis a 1$000 o metro de tecidos communs.;Não há.;"Um trabalhador rural ganha 28000 diários. Administradores e escrivães de fazenda não há. Um carpinteiro ganha, de 58000 a 88000 diários; uma lavadeira ganha 408000 mensajes e uma cozinheira, 608000 mensajes. Os salários são pagos e os contratos cumpridos.";Qualidades - Há no município terras boas, regulares e inferiores. Algumas são argilosas, outras misturadas, mas na maioria são arenosas. Há terras planas e outras montanhosas como na serra chamada Narcisa. Os terrenos são ora seccos, ora pedregosos, ora pantanosos. A vegetação é representada por magníficas matras virgens e campos, capceiras e cerrados e pequena quantidade de carrascaes. “ Preços — Segundo o regulamento do Estado, o preço varia de 18000 a 18200 por hectare.
PA;Oeiras;Varia o preço de 500 réis a 48000 o metro.;A taxa usual é de 12% ao anno, havendo raras transacções.;"Um trabalhador rural ganha 38000 diários a secco; não há cosinheiros, nem lavadeiras; o carpinteiro ganha 78000 diários. Não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Há bôas, regulares e inferiores; o município tem muita terra arenosa e muito pouco argillosa. Grande parte delle é mais ou menos pantanoso e plano. A vegetação é representada por muita matta virgem e poucas capoeiras; não há carrascaes, nem cerradcs nem campos. “ Preços — Cada estrada de seringueira, de 100 pés, custa de 5008000 à 1 0008000, mais ou menos."
PA;Ponta de Pedras;"Tecidos nacionais comuns custam de 500 réis a 800 réis o metro; estrangeiros comuns, de 800 réis a 1$300.";"Não ha empréstimos sob penhor agrícola; os criadores pagam 10 a 12% ao ano, havendo poucas transacções.";"Um trabalhador rural ganha 3$000 a 5$000 diários; um cosinheiro, 30$000 a 50$000 mensais; as lavadeiras cobram por peça; um carpinteiro de 7$000 a 10$000 diários; um administrador de fazenda de 30$000 a 100$000 mensais. Não ha escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Ha algumas terras boas nas margens do rio Murajó-assú; grande parte regulares e algumas inferiores. Em sua maioria são planas e misturadas, algumas argilosas e pouco arenosas. A vegetação é representada por mattas, capoeiras, cerrados e campos. "" Preços — Uma estrada com 100 pés de seringueiras custa 500$000 a 1 000$000."
PA;Porto de Móz;O preço dos tecidos varia segundo a qualidade, desde 500 réis até 10$000 o metro.;Geralmente 10% ao anno, havendo raras transacções.;"Um trabalhador rural ganha 4$000 diários; cozinheiro, de 45$000 a 50$000 mensais; lavadeiras, 40$000 mensais; carpinteiros, de 6$000 a 8$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Ha muita terra bôa e regular; terra inferior não ha, e são geralmente arenosas. O município é mais ou menos plano, possuindo alguns terrenos pantanosos. A vegetação é representada por muita matta virgem, campos e algumas capoerras. “ Preços — O preço das terras varia segundo o número de seringueiras, n’uma estrada, sendo mais ou menos 500$000 por cem pés de seringueira, variando ainda conforme o preço da borracha."
PA;Portel;O custo dos tecidos varia de 500 réis a 3$000, o metro.;A taxa usual é de 12 % ao anno, havendo poucas transacções.;"Ha camaradas jornaleiros, cozinheiros e lavadeiras, a preços variáveis e em pequena quantidade; um carpinteiro ganha de 5$000 a 10$000 diários; não ha administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Ha terras bôas, regulares e inferiores; geralmente são arenuras. Todo o município é mais ou menos plano. A vegetação é representada por muita matta virgem e poucas capoeiras; não ha earrascaes e nem campos. “ Preços — O preço das terras varia segundo o número das seringueiras, nelas existentes; terrenos com 100 seringueiros custa de 500$000 a 1:000$000, mais ou menos."
PA;Prainha;"O metro de tecidos nacionaes communis custa de 500 réis a 1$500; estrangeiros, de 800 réis a 2$000.";Os agricultores não fazem empréstimos.;"O trabalhador rural ganha de 2$000 a 4$000 diários; cozinheiro, 30$000 mensais; lavadeira, 20$000 mensais; carpinteiro, de 6$000 a 10$000 diários; administrador de fazenda, de 50$000 a 100$000 mensais; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - No geral de boa qualidade; nas margens do rio Amazonas as terras são argilosas; nos campos altos e alguns pontos do interior são arenosas; nas serras de Alto-Maior, Nazareth, Japurú, S. Roque e Paranacoara são argilo-silicosas; estas terras são enxutas, bem como as dos campos; as que ficam próximas aos lagos são pantanosas; em algumas serras há terras pedregosas e pedreiras. Há muita matta virgem, além de capoeiras, cerrados, carrascaes e campos. “Preços — Uma estrada contendo 100 pés de seringueiras custa de 500$000 a 1.000$000, conforme o preço da borracha."
PA;Quatipurú;"Nacionaes, comuns, de 800 réis a 18000 o metro; estrangeiros, comuns, de 800 réis a 18200.";Não há empréstimos aos agricultores.;"Trabalhador rural, de 2$000 a 2$500 diários; cozinheiro, 30$000 mensajes; lavadeira, 30$000 mensajes; carpinteiro, 5$000 diários; administrador de fazenda, de 30$000 a 50$000 mensajes; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser mais ou menos assim divididas: bóas, na maior parte; regulares, menos do que as bóas. São geralmente argilo-silicosas. O município é plano e não tem terras pedregosas; quase todas as terras são enxutas e poucas pantonosas situadas nas baixadas do lago Segredinho. A vegetação é representada na maior parte por mattas virgens; há saponras, campos e cerrados. Preços — Terras para lavouras, de particulares, são vendidas a 10$000 o hectare; pelo Estado a 1$200."
PA;Salinas;"Tecidos communs, nacionaes, de 600 réis a 15000; estrangeiros, de 800 réis a 18200. Tecidos nacionais, de 400 réis a 1$200 o metro, estrangeiros communs, 1$500. Há bons estabelecimentos commerciães onde se encontram tecidos finos a venda.";"Não há empréstimos à lavoura. Os empréstimos são feitos a 10 e 12 ""j"" anuaes pela firma Diamantino Rubber Plantation.";"Um trabalhador rural ganha de 28000 a 38000 por dia; não há cozinheiros, lavadeiras, administradores nem escrivães de fazenda; o carpinteiro ganha de 58000 a 108000 diários. Os salários são pagos e os contratos cumpridos. Um trabalhador rural ganha de 2$000 a 4$000 diários; uma cozinheira, de 40$000 a 50$000 mensais; uma lavadeira, de 30$000 a 60$000 mensais; um carpinteiro, de 6$000 a 12$000 diários. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras são planas e em geral silico-argilosas excepto nas proximidades das nascentes do rio Pirahas, onde há terrenos argilo-silicosos e ricos em humus. São arenosas nas costas do Oceano Atlântico. Não há pantanos notáveis. Há muita matta virgem, porém, é maior a área ocupada pelas capoeiras. "" Preços — Um hectare de terra boa custa de 58000 a 108000. Qualidades - As terras são no geral bôas; as que ficam nas margens do Amazonas e Tapajus são de alluvião e todos os annos inundadas; as terras distantes destas são silico-argillosas ou misturadas; as das proximidades dos lagos ou lagoas de Villa Franca são pantanosas; nas ilhas e terrenos de alluvião são planas, as demais terras apresentam algumas elevações e até pequenas terras, proleugando-se de Santarém até além do povoado Alter do Chão. A vegetação é representada por matta virgem na maior parte. "" Preços — Um hectare de terra bôa, regula o preço de 8$000 a 12$000, sendo terras dos particulares, pois o Estado vende a 1$200 o hectare. Mais comumente são vendidas pelo número de seringueiras, custando uma estrada com 100 pés, de 500$000 a 1.000$000."
PA;S. Caetano de Odivellas;"O metro de tecido nacional, comum, custa 500 a 600 réis; estrangeiro de 800 réis a 1$200.";A taxa usual é de 8 a 10 % annuais.;"O trabalhador rural ganha de 2$500 a 4$000 diários; não ha cosinheiros; as lavadeiras fazem o serviço por empreitadas; um carpinteiro ganha de 5$000 a 7$000 diários; não ha administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - A maior parte das terras é de boa qualidade; grande parte delas são misturadas havendo, porém, algumas nas quais predomina a argilla e noutras a areia. Essas terras são no geral planas e enxutas e na maior parte acham-se em mattas virgens. Não ha campos. - Preços — O Estado vende um hectare de terra de boa qualidade por 1$000 e 1$200 e os particulares por 5$000 e 15$000."
PA;S. Domingos da Bôa Vista;"Os nacionais, comuns, custam de 500 réis a 1$500; estrangeiros de 1$000 a 5$000 o metro.";Não há taxa fixa.;"O trabalhador rural, colono ou camarada, ganha de 2$000 a 3$000 diários; cosinheiro, 40$000 a 50$000 mensais; lavadeira, 30$000 a 40$000 mensais; um carpinteiro de 3$000 a 8$000 diários; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Há terras bôas, tanto argilosas como arenosas e misturadas, prestando-se especialmente para plantação do cacao. Ainda possui bôas mattas virgens e capoeiras; há cerrados, alguns campos e carrascaes. Preços - Os particulares não tem preço fixo; o Estado tem os seus preços designados no regulamento de terras devolutas do Estado. As terras de patrimonio e aforamento custam um real por metro quadrado."
PA;S. João de Araguaya;Varia de 2$000 a 5$000 por metro.;Não são usuais os empréstimos agrícolas.;"O trabalhador rural ganha de 3$000 a 5$000 diários; este salário é em grande parte pago em mercadorias. Não ha administradores nem escrivães de fazenda; um carpinteiro ganha de 10$000 a 15$000 diários. Não ha preços determinados para cozinheiras e lavadeiras. Os salários são geralmente pagos, mas em troca de mercadorias, e os contratos são cumpridos.";"Qualidades - As terras do município são na maioria bôas, silico-argillosas e planas, existindo alguns terrenos accidentados e pedregosos. A vegetação é representada por grandes matras virgens, muita capoeira, cerrados, carrascaes e extensos campos. “ Preços — As terras estão na maioria devolutas; o Estado as vende a 1$000 o hectare, conforme o respectivo regulamento."
PA;S. Miguel do Guamá;"Os nacionais custam de 500 réis a 2$000; estrangeiros, custam o dobro e mais.";Não há taxa fixa.;"O trabalhador rural ganha por dia, de 1$500 a 3$000 com comida; um cozinheiro, de 30$000 a 40$00 mensais; uma lavadeira, de 20$000 a 30$000 mensais; um carpinteiro, de 5$000 a 8$000 diários; não há administrador nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - O município possue terras bôas, regulares e inferiores; umas são argilosas, outras arenosas e misturadas e muitas accidentadas. A vegetação é representada por algumas mattas, capoeiras, cerrados e carrascaes; há poucos campos. Preços — Pagam geralmente de 500$000 a 1.000$000 por estrada contendo 100 seringueiras. O Estado tem um regulamento para os preços das terras."
