municipality,start_date,station,railway,branch
"Mogi-Guaçu,SP",14.01.1878,MOGI-GUAÇU,Cia.MogianadeEstradasdeFerro(1878-1971)FEPASA(1971-1979),"Linha-tronco originalkm 81,272 (1937)"
"Mogi-Guaçu,SP",10.05.1979,MOGI-GUAÇU-NOVA,FEPASA(1979-1998),Variante Guedes-Mato Seco km
"Mogi-Mirim,SP",27.08.1875,MOGI-MIRIM,Cia.MogianadeEstradasdeFerro(1875-1971)FEPASA(1971-1979),"Linha-tronco originalkm 72,759"
"Mogi-Mirim,SP",05.1979,MOGI-MIRIM-NOVA,FEPASA(1979-1998),Variante Guedes-Mato Secokm
"Pindamonhangaba,SP",1957,MOMBAÇA,E.F.CamposdoJordão(1957-),Linha-tronco km 6 (2005)
"Mombuca,SP",11.10.1876,MOMBUCA,Cia.Ytuana(1876-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-c.1990),"Ramal de Piracicaba- km 206,189"
"SãoPaulo,SP",1959,MONARK(PARADA),E.F.Sorocabana(1959-1971)FEPASA(1971-c.1976),Ramal de Jurubatuba km
"Mongaguá,SP",21.12.1913,MONGAGUÁ(antigaPRAIAGRANDE),SãoPauloSouthernRailway(1913-1927)E.F.Sorocabana(1927-1971)FEPASA(1971-1998),"Ramal de Juquiákm 130,176             (1960)"
"SãoCarlos,SP",10.05.1894,MONJOLINHO,Cia.PaulistadeEstradasdeFerro(1894-1968),"Ramal de Ribeirão Bonitokm 13,044"
"Lins,SP",04.01.1921,MONLEVADE,E.F.NoroestedoBrasil(1921-1954?),"Linha-troncokm 143,860 (1949)"
"Lins,SP",1948-62,MONLEVADE-NOVA,E.F.NoroestedoBrasil(1948/62-1975)RFFSA(1975-1996),"Linha-tronco (variante de Lins)km 124,372             (1960)"
"Piracicaba,SP",1887,MONTANA(antigaCHAVE),Cia.Ituana(1887-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1966),"Ramal de Piracicaba km 244,366"
"MonteAlegredoSul,SP(vejaacidade)",02.03.1890,MONTEALEGREDOSUL(antigaMONTEALEGREeIBITI),Cia.MogianadeEstradasdeFerro(1890-1966),"Ramal de Amparokm 47,351"
"MonteAlto,SP",28.07.1908,MONTEALTO,E.F.MonteAlto(1908-1956),Linha-troncokm 9
"MonteAzulPaulista,SP",05.03.1910,MONTEAZUL,Cia.E.F.SãoPaulo-Goiaz(1910-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPGkm 31,169"
"SãoJosédoRioPardo,SP",n/d,MONTEBELLO,E.F.VillaCostina(anos1890?-anos1920),E. F. de Villa Costina- km
"EliasFausto,SP",1875,ELIASFAUSTO(antigaMONTE-MOR),Cia.Ytuana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-c.1990),"Ramal de Piracicabakm 173,781"
"Cajobi,SP",03.1911,MONTEVERDE,Cia.E.F.SãoPaulo-Goiaz(1911-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPG- km 51,145"
"Guatapará,SP",01.06.1912,MONTEIROS,Cia.MogianadeEstradasdeFerro(1912-1971)FEPASA(1971-c.1979),"Ramal de Jataíkm 60,828"
,10.06.1889,"MONTSERRATMunicípiosdeJundiaí(1889-1965)Itupeva(1965-),SP",Cia.Ytuana(1889-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1973),"Ramal de Jundiaí- km 161,771 (1931)"
"SãoPaulo,SP",07.09.1898,MOOCA,SãoPauloRailway(1898-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA/CBTU(1975-1992)CPTM(1992-),"Linha-troncokm 74,627 (1935)"
"Jaú,SP",01.01.1912,MORAISBARROS,C.E.F.doDourado(1912-1949)Cia.PaulistadeEstradasdeFerro(1949-1964),"Ramal de Jaudourado-km 5,300 (1929)"
"Tapiratiba,SP",15.03.1903,MORAESSALLES,Cia.MogianadeEstradasdeFerro(1903-1971)FEPASA(1971-c.1989),"Ramal de Guaxupé km 24,523 (1938)"
"Pindamonhangaba,SP",15.06.1898,MOREIRACÉSARMor.Cesar,E.F.CentraldoBrasil(1898-1971)REFESA(1971-1996),"Ramal de São Paulokm             314,958"
"Mairinque,SP",04.07.1897,MOREIRAS,Cia.UniãoSorocabanaeYtuana(1897-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-c.1988),"Ramal de Campinas- km 80,327"
"MorroAgudo,SP",15.08.1929,MORROAGUDO,E.F.MorroAgudo(1929-1952)Cia.PaulistadeEstradasdeFerro(1952-1966),"Ramal de Pontalkm 55,400 (1958)"
"Itapetininga,SP",11.05.1895,MORRODOALTO,Cia.UniãoSorocabanaeYtuana(1895-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Itararékm 179,959"
"RioClaro,SP",15.10.1884,AJAPI(antigaMORROGRANDE),Cia.PaulistadeEstradasdeFerro(1896-1892)Cia.Rioclarense(1892-1966),"E. F. Rioclarensekm 14,290"
"SãoPaulo,SP",25.01.1957,MORUMBI(ORIGINAL),E.F.Sorocabana(1957-1971)FEPASA(1971-1976),Ramal de Jurubatuba km
"SãoPaulo,SP",30.06.2000,MORUMBI-NOVA,CPTM(2000-),"Ramal de Jurubatuba- km 12,956"
"EspíritoSantodoPinhal,SP",01.10.1889,MOTAPAES,Cia.MogianadeEstradasdeFerro(1889-1960),"Ramal de Pinhalkm 27,940"
"Motuca,SP",21.02.1893,MOTUCA,Cia.PaulistadeEstradasdeFerro(1893-1969),"Ramal de Jaboticabalkm 16,715             (1959)"
"Itapeva,SP",1920,MUNIZDESOUZA(antigaCHAVEFERRAZ),EstradadeFerroSorocabana(1920-1971)FEPASA(1971-1998),"Ramal de Itararé- km 363,676 (1931)"
"MurutingadoSul,SP",10.07.1937,MURUTINGA(antigaALGODOAL),E.F.NoroestedoBrasil(1937-1975)RFFSA(1975-1996),"Variante de Jupiákm 123,780             (1937);Linha-troncokm 404,780 (1949)"
"Miracatu,SP",02.05.1940,MUSÁCEA,E.F.Sorocabana(1940-1971)FEPASA(1971-1998),"Ramal de Juquiákm 217,297 (1986)"
"Miracatu,SP",02.05.1940,MUSÁCEA,E.F.Sorocabana(1940-1971)FEPASA(1971-1998),"Ramal de Juquiákm 217,297 (1986)"
"SantaRosadeViterbo,SP",10.07.1910,NHUMIRIM,Cia.MogianadeEstradasdeFerro(1910-1967),"Ramal de Cajurukm 9,920"
"Avaí,SP",13.10.1916,NOGUEIRA,E.F.NoroestedoBrasil(1916-1975)RFFSA(1975-1996),Linha-troncokm 36 (1949)
"NovaGranada,SP",06.1931,NOVAGRANADA(fotoHermesY.Hinuy),Cia.FerroviáriaSãoPaulo-Goiaz(1931-1950)Cia.PaulistadeEstradasdeFerro(1950-1966),"Linha-tronco SPGkm 149,144"
"NovaEuropa,SP",25.09.1908,NOVAEUROPA,C.E.F.doDourado(1908-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Tronco CEFD- km 84,107 (1929)"
"Itapeva,SP",05.1973,NOVAITAPEVA,FEPASA(1973-1998)ALL(1998-2005),"Ramal de Apiaí km 342,178"
"Mogi-Guaçu,SP",01.10.1889,NOVALOUSÃ,Cia.MogianadeEstradasdeFerro(1889-1960),"Ramal de Pinhal- km 19,225 (1937)"
"Araçatuba,SP",01.01.1924,NOVANIPÔNIA(antigaCOTOVELO),E.F.NoroestedoBrasil(1924-1961),"Linha-tronco originalkm 370,808Ramal de Lussanvirakm 90,298"
"NovaOdessa,SP",01.08.1907,NOVAODESSA(antigaPOMBAL),Cia.PaulistadeEstradasdeFerro(1907-1971)FEPASA(1971-1998),"Linha-troncokm 75,623 (1958)"
"SãoPaulo,SP",10/09/1928,NOVAPARADASETE,Cia.Cantareira(1928-1941)E.F.Sorocabana(1941-1964),"Ramal do Horto- km 11,807 (1960)"
"GaviãoPeixoto,SP",25.09.1908,NOVAPAULICÉIA,C.E.F.doDourado(1908-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Tronco CEFD- km 76,486 (1929)Ramal de Ribeirão Bonito- km 102,777"
"Peruíbe,SP","anos 
            1960?",NOVAPERUÍBE,E.F.Sorocabana(anos1960?-1971)FEPASA(1971-1998),"Ramal de Juquiá km 173,175 (1986)"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"NovoHorizonte,SP",12.03.1939,NOVOHORIZONTE,C.E.F.doDourado(1939-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Dourado- km 182,5Ramal de Ribeirão Bonito- km 212,477"
"Botucatu,SP",1906,OITI,Cia.UniãoSorocabanaeYtuana(1906-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1952),"Linha-tronco originalkm 278,550             (1924); km 266,906 (1931) (*)"
"Olímpia,SP",02.1914,OLÍMPIA(antigaVILLAOLIMPIA),Cia.E.F.SãoPaulo-Goiaz(1914-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Ramal de Nova Granadakm 70,714"
"Miracatu,SP",anos 1940?,OLIVEIRABARROS(antigaDESVIOFURUYA),E.F.Sorocabana(anos1940?-1971)FEPASA(1971-1998),"Ramal de Juquiákm 242,564 (1986)"
"CerqueiraCésar,SP",30.08.1953,OLIVEIRACOUTINHO-NOVA,EstradadeFerroSorocabana(1953-1971)FEPASA(1971-1998),"Linha-tronco km 361,555 (1960)"
"CerqueiraCésar,SP",01.08.1910,OLIVEIRACOUTINHO(antigaSANTANA),E.F.Sorocabana(1910-1953),"Linha-tronco original km 412,363 (1924);             km 399,575 (1934) (*)"
"Analândia,SP",15.10.1884,OLIVEIRAS,Cia.Rio-Clarense(1884-1888)RioClaroRailway(1888-1892)Cia.PaulistadeEstradasdeFerro(1892-1940),"Ramal de Analândia- km 43,526Linha-tronco métrica- km 43,526"
"OndaVerde,SP",06.1931,ONDAVERDE,Cia.FerroviáriaSãoPaulo-Goiaz(1931-1950)Cia.PaulistadeEstradasdeFerro(1950-1966),"Linha-tronco SPGkm 128,987"
"Oriente,SP",15.02.1935,ORIENTE,Cia.PaulistadeEstradasdeFerro(1935-1971)FEPASA(1971-1998),"Ramal de Agudos original kmLinha-tronco oeste km 486,245"
"CasaBranca,SP",1898,ORINDIÚVA,Cia.MogianadeEstradasdeFerro(1899-1971)FEPASA(1971-1998),"Linha-troncokm 139,187 (1938)"
"Mogi-Guaçu,SP",01.08.1899,ORISSANGA,Cia.MogianadeEstradasdeFerro(1899-1971)FEPASA(1971-1979),"Linha-tronco original- km 104,595"
"Orlândia,SP",25.12.1901,ORLÂNDIA(antigaCORONELORLANDOeVILLAORLANDO),Cia.MogianadeEstradasdeFerro(1901-1971)FEPASA(1971-1979),"Ramal de Igarapavakm 56,812             (1938)"
"Orlândia,SP",1979,ORLÂNDIA-NOVA,FEPASA(1979-1998),"Variante Entroncamento-Amoroso Costakm 353,400 (1986)"
"SãoPaulo,SP(1892-1961)MunicípiodeOsasco,SP(1961-)",08.1895,OSASCO,Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1994)CPTM(1994-),"Linha-tronco- km 15,886 (1931)"
"SãoJosédoBarreiro,SP",n/d,CAMPINHO(OSCARDEALMEIDA),E.F.Resende-Bocaina(c.1890-1928),tronco- km
"OsvaldoCruz,SP",01.04.1949,OSVALDOCRUZ,Cia.PaulistadeEstradasdeFerro(1949-1971)FEPASA(1971-1998),"Linha-tronco oestekm 587,080"
"SaltoGrandedoParanapanema(1908-1919)MunicípiodeOurinhos,SP(1919-)",31.12.1908,OURINHOS,SorocabanaRailway(1908-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 513,218 (1924);             500,451 (1934); km 452,528 (1960) (*)"
"Araraquara,SP",01.02.1897,OURO,Cia.PaulistadeEstradasdeFerro(1897-1971)FEPASA(1971-1998),"Linha-troncokm 244,297 (1958)"
"Avaré,SP",1924,OUROBRANCO,E.F.Sorocabana(1922-1953),"Linha-tronco original 395,728 km (1924);             km 382,648 (1934) (*)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Avaré,SP",1953,OUROBRANCO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-B. Campos km 346,265             (1960)"
"Pacaembu,SP",15.05.1959,PACAEMBU,Cia.PaulistadeEstradasdeFerro(1959-1971)FEPASA(1971-1998),"Linha-tronco oeste- km 638,564 (1960)"
"Jaú,SP(vejaobairro)",31.07.1913,PACHECO,C.E.F.doDourado(1913-1949)Cia.PaulistadeEstradasdeFerro(1949-1964),"Ramal de Jaudourado-km 33,080(1929)"
"Miracatu,SP",n/d,PACOVAL(PARADA),E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),"Ramal de Juquiá km 323,698 (1953)"
"PedrodeToledo,SP",1929,PADREANCHIETA,E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiá- km 204,975 (1986)"
"Marília,SP",15.02.1935,PADRENÓBREGA,Cia.PaulistadeEstradasdeFerro(1935-1971)FEPASA(1971-1998),"Linha-tronco oeste km 475,834"
"Conchal,SP",20.11.1912,PADUASALLES,Cia.CarrilFunilense(1912-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salleskm 276,729             (1934)"
"Jacareí,SP",1952,PAGADORANDRADE,E.F.CentraldoBrasil(1952-1975)RFFSA(1975-1996),Variante do Parateíkm
"SãoVicente,SP",10.11.1937,PAIMATIAS,E.F.Sorocabana(1937-1971)FEPASA(1971-1998),"Mairinque-Santoskm 83,913 (1960)"
"Boituva,SP",02.03.1908,ANÍSIODEMORAIS(antigaCHAVEPAINEIRAS),E.F.Sorocabana(1908-1971)FEPASA(1971-1998),"Linha-tronco km 155,977"
"Colina,SP",01.02.1912,PALMAR,Cia.PaulistadeEstradasdeFerro(1912-1971)FEPASA(1971-1998),"Linha-troncokm 439,476 (1958)"
"SantaCruzdasPalmeiras,SP",01.08.1892,PALMEIRAS,Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1976),"Ramal de Santa Veridianakm 32,244"
"SantaCruzdasPalmeiras,SP",01.08.1892,PALMEIRAS,Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1976),"Ramal de Santa Veridianakm 32,244"
"Palmital,SP",12.02.1914,PALMITAL,E.F.Sorocabana(1914-1971)FEPASA(1971-1998),"Linha-troncokm 572,279; km 559,318             (1934); km 522,385 (1960) (*)"
"Panorama,SP",20.01.1962,PANORAMA,Cia.PaulistadeEstradasdeFerro(1961-1971)FEPASA(1971-1998),"Linha-tronco oestekm 709,173"
"Amparo,SP",15.12.1889,PANTALEÃO,Cia.MogianadeEstradasdeFerro(1889-1956),"Ramal de Serra Negrakm 16,714"
"Descalvado,SP",15.01.1889,PÂNTANO(antigaSALTODOPÂNTANO),E.F.Descalvadense(1889-1891)Cia.PaulistadeEstradasdeFerro(1891-1960),"Ramal Descalvadensekm 10,093"
"Mairinque,SP",n/d,PANTOJO,SorocabanaRailway(?-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 69,310 (1931)"
"CasaBranca,SP",01.01.1918,PAPAGAIOS,Cia.MogianadeEstradasdeFerro(1918-1951),"Linha-tronco originalkm 162,251"
"Miracatu,SP",n/d,PAPUDO(PARADA),E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),"Ramal de Juquiá km 212,906 (1986)"
"Itatiba,SP",n/d,PARACATU,E.F.Itatibense(n/d-1952),Linha-tronco km
"SãoRoque,SP",n/d,PARADA46,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),Troncokm 46
"SãoRoque,SP",n/d,PARADA50,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),Tronco km
"SãoRoque,SP",n/d,PARADAAMARAL,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),Tronco km
"Piracicaba,SP",04.1925,PARADABOAVISTA,Cia.PaulistadeEstradasdeFerro(1925-1971)FEPASA(1971-1998),"Ramal de Piracicabakm 110,000"
"SãoRoque,SP",n/d,PARADACINZANO,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),Tronco km
"PraiaGrande,SP",c.1946,BALNEÁRIOFLÓRIDA(antigaPARADADIAS),E.F.Sorocabana(c.1946-1971)Fepasa(1971-1998),"Ramal de Juquiákm 124,335"
"PraiaGrande,SP",n/d,BANDEIRANTES,E.F.Sorocabana(?-1971)Fepasa(1971-1998),"Ramal de Juquiá- km 116,800 (1986)"
"SãoRoque,SP",n/d,PARADAMARMELEIRO,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),"Tronco km 64,700 (2006)"
"SãoPaulo,SP",21.11.1927,PARADAINGLESA,Cia.Cantareira(1927-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhos- km 6,390 (1960)"
"SãoJosédosCampos,SP",18.08.1943,PARADALIMA,E.F.CentraldoBrasil(1943-1975)RFFSA(1975-1996),"Ramal de São Paulo km 394,000             (1960)"
"SãoJosédosCampos,SP",18.08.1943,PARADALIMA,E.F.CentraldoBrasil(1943-1975)RFFSA(1975-1996),"Ramal de São Paulo km 394,000             (1960)"
"SãoPaulo,SP",n/d,PARADAPINTO,Cia.Cantareira(n/d-c.1940),Ramal do Horto km
"Itapetininga,SP",1907,PARADAROCHA,E.F.Sorocabana(?-1971)FEPASA(1971-1998),Ramal de Itararé km ?
"SãoPaulo,SP",1894?,PARADASETE,Cia.Cantareira(1894?-1927),"Linha-tronco km 9,164 (1960)"
"ParaguaçuPaulista,SP",23.03.1916,"PARAGUAÇUPAULISTA(antigaPARAGUASSU,ARAGUASSUePRESIDENTEWASHINGTON)",E.F.Sorocabana(1916-1971)FEPASA(1971-1998),"Linha-tronco originalkm 656,882             (1924); km 643,869 (1931) (*); km 595,936 (1960) (**)"
"Itatiba,SP",n/d,PARAISO,E.F.Itatibense(n/d-1952),Linha-troncokm
"Charqueada,SP",1888,PARAISOLÂNDIA(antigaPARAIZO),Cia.Ytuana(1888-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1966),"Ramal de Piracicaba km 266,410"
"SãoPaulo,SP(1867-1877)MunicípiodeSãoBernardo,SP(1877-1934)MunicípiodeSantoAndré,SP(1934-)",16.02.1867,PARANAPIACABA(antigaALTODASERRA),SãoPauloRailway(1867-1946)E.F.Santos-Jundiaí(1946-1994)CPTM(1994-2001),"Linha-troncokm 30,300 (1935)"
"Andradina,SP",10.08.1937,PARANÁPOLIS,E.F.NoroestedoBrasil(1937-1975)RFFSA(1975-1996),"Variante de Jupiákm 150,268             (1938);Linha-troncokm 431,268 (1949);"
"Areiópolis,SP",NA,PARANHOS(antigaGRAMMA),Cia.UniãoSorocabanaeYtuana(1898-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Bauru km 354,567 (1934)"
"Parapuã,SP",01.04.1949,PARAPUÃ,Cia.PaulistadeEstradasdeFerro(1949-1971)FEPASA(1971-1998),"tronco oeste km 577,617 (1957)"
"PraiaGrande,SP",1939,PARAITINGA,E.F.Sorocabana(1939-1971)FEPASA(1971-1998),"Mairinque-Santoskm 106,504 (1986)"
"Cafelândia,SP",01.11.1930,PAREDÃO,E.F.NoroestedoBrasil(1930-1970),"Linha-troncokm 133,308 (1938); km 133,308 (1949); km 117,129 (1960)"
"SãoPaulo,SP",23.01.1891,PARI,SãoPauloRailway(1891-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1996),"Linha-troncokm 77,636 (1960)"
"Tupã,SP",15.11.1941,PARNASO,Cia.PaulistadeEstradasdeFerro(1941-1971)FEPASA(1971-1998),"Linha-tronco oestekm 533,665"
"Tupã,SP",15.11.1941,PARNASO,Cia.PaulistadeEstradasdeFerro(1941-1971)FEPASA(1971-1998),"Linha-tronco oestekm 533,665"
"Campinas,SP",01.1993,PARQUEINDUSTRIAL,Fepasa(1993-1995),"VLT km 5,422"
"Pindamonhangaba,SP",n/d,PARQUEDASÁGUASCLARAS,E.F.CamposdoJordão(n/d-),Linha-tronco km 17 (2005)
"SãoPaulo,SP",n/d,PARQUEMODELO,Cia.Cantareira(c.1937-1941)E.F.Sorocabana(1941-1964),"Ramal do Hortokm 9,200 (1960)"
"Sorocaba,SP",1899,BRIGADEIROTOBIAS(antigaPASSA-TRÊS),Cia.UniãoSorocabanaeYtuana(1899-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 93,458 (1931)"
"Pitangueiras,SP(vejaolocal)",01.02.1903,PASSAGEM(antigaPITANGUEIRAS),Cia.PaulistadeEstradasdeFerro(1903-1971)FEPASA(1971-1998),"Linha-troncokm 357,370 (1958)"
"Jaboticabal,SP",n/d,PASSAGEM,E.F.Jaboticabal(n/d-1951)Cia.PaulistadeEstradasdeFerro(1951-1966),Ramal de Luzitaniakm
"Areiópolis,SP(vejaafazenda)",n/d,PASTOVELHO,E.F.Sorocabana(1919-1971)FEPASA(1905-1998),Ramal de Bauru- km
"Areiópolis,SP(vejaafazenda)",n/d,PASTOVELHO,E.F.Sorocabana(1919-1971)FEPASA(1905-1998),Ramal de Bauru- km
"Areiópolis,SP(vejaafazenda)",n/d,PASTOVELHO,E.F.Sorocabana(1919-1971)FEPASA(1905-1998),Ramal de Bauru- km
"Areiópolis,SP(vejaafazenda)",n/d,PASTOVELHO,E.F.Sorocabana(1919-1971)FEPASA(1905-1998),Ramal de Bauru- km
"Anhembi,SP",22.04.1952,PIRAMBÓIA-NOVA,E.F.Sorocabana(1952-1971)FEPASA(1971-1998),"Variante Juquiratiba-Botucatukm 224,926"
